ICD-10-CM Diagnosis Code & Name	Uniqe Patient Count
V19.20XA Unsp pedl cyclst injured in clsn w unsp mv nontraf, init	2
V19.20XD Unsp pedl cyclst injured in clsn w unsp mv nontraf, subs	1
V19.3XXA Pedl cyclst (driver) injured in unsp nontraf, init	72
V19.3XXD Pedl cyclst (driver) injured in unsp nontraf, subs	3
V19.40XA Pedl cyc driver injured in collision w unsp mv in traf, init	2
V19.49XA Pedl cyc driver injured in collision w oth mv in traf, init	4
V19.60XA Unsp pedl cyclst injured in clsn w unsp mv in traf, init	3
V19.88XA Pedl cyclst (driver) injured in oth transport acc, init	11
V19.9XXA Pedl cyclst (driver) (passenger) injured in unsp traf, init	158
V19.9XXD Pedl cyclst (driver) (passenger) injured in unsp traf, subs	21
V19.9XXS Pedl cyclst (driver) injured in unsp traf, sequela	7
V20.0XXA Mtrcy driver injured in collision w ped/anml nontraf, init	4
V20.0XXD Mtrcy driver injured in collision w ped/anml nontraf, subs	2
V20.4XXA Mtrcy driver injured in collision w ped/anml in traf, init	12
V20.4XXD Mtrcy driver injured in collision w ped/anml in traf, subs	2
V20.5XXA Mtrcy passenger injured in clsn w ped/anml in traf, init	1
V20.5XXS Mtrcy passenger injured in clsn w ped/anml in traf, sequela	1
V20.9XXA Unsp mtrcy rider injured in clsn w ped/anml in traf, init	5
V21.9XXA Unsp mtrcy rider injured in clsn w pedl cyc in traf, init	1
V22.0XXA Mtrcy driver injured in collision w 2/3-whl mv nontraf, init	2
V22.4XXA Mtrcy driver injured in collision w 2/3-whl mv in traf, init	2
V22.4XXD Mtrcy driver injured in collision w 2/3-whl mv in traf, subs	1
V22.9XXA Unsp mtrcy rider injured in clsn w 2/3-whl mv in traf, init	1
V23.0XXA Mtrcy driver injured pick-up truck, pk-up/van nontraf, init	2
V23.4XXA Mtrcy driver injured pick-up truck, pk-up/van in traf, init	25
V23.4XXD Mtrcy driver injured pick-up truck, pk-up/van in traf, subs	4
V23.5XXA Mtrcy pasngr injured pick-up truck, pk-up/van in traf, init	4
V23.5XXD Mtrcy pasngr injured pick-up truck, pk-up/van in traf, subs	1
V23.9XXA Unsp mtrcy rider inj pick-up truck, pk-up/van in traf, init	9
V24.0XXA Mtrcy driver injured in collision w hv veh nontraf, init	1
V24.4XXD Mtrcy driver injured in collision w hv veh in traf, subs	2
V24.9XXA Unsp mtrcy rider injured in collision w hv veh in traf, init	1
V24.9XXD Unsp mtrcy rider injured in collision w hv veh in traf, subs	1
V26.0XXA Mtrcy driver injured in clsn w nonmtr vehicle nontraf, init	1
V26.4XXA Mtrcy driver injured in clsn w nonmtr vehicle in traf, init	4
V27.0XXA Mtrcy driver injured in clsn w statnry object nontraf, init	6
V27.3XXA Prsn brd/alit mtrcy injured in clsn w statnry object, init	1
V27.4XXA Mtrcy driver injured in clsn w statnry object in traf, init	6
V27.9XXA Unsp mtrcy rider inj in clsn w statnry object in traf, init	1
V28.0XXA Mtrcy driver injured in nonclsn trnsp accident nontraf, init	62
V28.0XXD Mtrcy driver injured in nonclsn trnsp accident nontraf, subs	7
V28.1XXA Mtrcy pasngr injured in nonclsn trnsp accident nontraf, init	1
V28.1XXD Mtrcy pasngr injured in nonclsn trnsp accident nontraf, subs	1
V28.2XXA Unsp mtrcy rider injured in nonclsn trnsp acc nontraf, init	6
V28.2XXD Unsp mtrcy rider injured in nonclsn trnsp acc nontraf, subs	1
V28.3XXA Prsn brd/alit mtrcy injured in nonclsn trnsp accident, init	2
V28.4XXA Mtrcy driver injured in nonclsn trnsp accident in traf, init	72
V28.4XXD Mtrcy driver injured in nonclsn trnsp accident in traf, subs	6
V28.5XXA Mtrcy pasngr injured in nonclsn trnsp accident in traf, init	8
V28.9XXA Unsp mtrcy rider injured in nonclsn trnsp acc in traf, init	9
V29.00XA Mtrcy driver injured in collision w unsp mv nontraf, init	8
V29.09XA Mtrcy driver injured in collision w oth mv nontraf, init	3
V29.20XA Unsp mtrcy rider injured in clsn w unsp mv nontraf, init	7
V29.3XXA Motorcycle rider (driver) injured in unsp nontraf, init	14
V29.3XXD Motorcycle rider (driver) injured in unsp nontraf, subs	5
V29.3XXS Motorcycle rider (driver) injured in unsp nontraf, sequela	1
V29.40XA Mtrcy driver injured in collision w unsp mv in traf, init	7
V29.40XD Mtrcy driver injured in collision w unsp mv in traf, subs	1
V29.49XA Mtrcy driver injured in collision w oth mv in traf, init	5
V29.50XA Mtrcy passenger injured in collision w unsp mv in traf, init	2
V29.60XA Unsp mtrcy rider injured in clsn w unsp mv in traf, init	3
V29.81XA Mtrcy rider injured in trnsp acc w military vehicle, init	1
V29.88XA Mtrcy rider (driver) injured in oth transport acc, init	21
V29.88XD Mtrcy rider (driver) injured in oth transport acc, subs	1
V29.9XXA Motorcycle rider (driver) injured in unsp traf, init	220
V29.9XXD Motorcycle rider (driver) injured in unsp traf, subs	30
V29.9XXS Motorcycle rider (driver) injured in unsp traf, sequela	22
V32.0XXA Driver of 3-whl mv inj in clsn w 2/3-whl mv nontraf, init	1
V38.0XXA Driver of 3-whl mv inj in nonclsn trnsp acc nontraf, init	3
V38.5XXA Driver of 3-whl mv inj in nonclsn trnsp acc in traf, init	1
V39.20XA Occup of 3-whl mv injured in clsn w unsp mv nontraf, init	1
V39.3XXA Occupant (driver) of 3-whl mv injured in unsp nontraf, init	1
V39.9XXA Occupant (driver) of 3-whl mv injured in unsp traf, init	2
V40.0XXA Car driver injured in collision w ped/anml nontraf, init	4
V40.0XXD Car driver injured in collision w ped/anml nontraf, subs	1
V40.1XXA Car passenger injured in collision w ped/anml nontraf, init	4
V40.1XXD Car passenger injured in collision w ped/anml nontraf, subs	1
V40.3XXA Unsp car occupant injured in clsn w ped/anml nontraf, init	1
V40.5XXA Car driver injured in collision w ped/anml in traf, init	22
V40.5XXD Car driver injured in collision w ped/anml in traf, subs	2
V40.6XXA Car passenger injured in collision w ped/anml in traf, init	5
V40.9XXA Unsp car occupant injured in clsn w ped/anml in traf, init	10
V40.9XXS Unsp car occ injured in clsn w ped/anml in traf, sequela	1
V42.9XXA Unsp car occupant injured in clsn w 2/3-whl mv in traf, init	1
V43.01XA Car driver injured in collision w SUV nontraf, init	14
V43.01XD Car driver injured in collision w SUV nontraf, subs	1
V43.02XA Car driver injured in collision w car nontraf, init	21
V43.02XD Car driver injured in collision w car nontraf, subs	1
V43.03XA Car driver injured in clsn w pick-up truck nontraf, init	1
V43.11XA Car passenger injured in collision w SUV nontraf, init	3
V43.12XA Car passenger injured in collision w car nontraf, init	6
V43.32XA Unsp car occupant injured in collision w car nontraf, init	1
V43.42XA Prsn brd/alit a car injured in collision w car, init	2
V43.51XA Car driver injured in collision w SUV in traf, init	5
V43.52XA Car driver injured in collision w car in traf, init	473
V43.52XD Car driver injured in collision w car in traf, subs	23
V43.52XS Car driver injured in collision w car in traf, sequela	1
V43.53XA Car driver injured in clsn w pick-up truck in traf, init	23
V43.53XS Car driver injured in clsn w pick-up truck in traf, sequela	1
V43.54XA Car driver injured in collision w van in traf, init	2
V43.54XD Car driver injured in collision w van in traf, subs	1
V43.61XA Car passenger injured in collision w SUV in traf, init	4
V43.61XD Car passenger injured in collision w SUV in traf, subs	1
V43.62XA Car passenger injured in collision w car in traf, init	163
V43.62XD Car passenger injured in collision w car in traf, subs	12
V43.62XS Car passenger injured in collision w car in traf, sequela	1
V43.63XA Car passenger injured in clsn w pick-up truck in traf, init	6
V43.63XD Car passenger injured in clsn w pick-up truck in traf, subs	1
V43.64XA Car passenger injured in collision w van in traf, init	2
V43.64XD Car passenger injured in collision w van in traf, subs	1
V43.72XA Person outside car injured in collision w car in traf, init	1
V43.91XA Unsp car occupant injured in collision w SUV in traf, init	2
V43.92XA Unsp car occupant injured in collision w car in traf, init	44
V43.92XD Unsp car occupant injured in collision w car in traf, subs	7
V43.93XA Unsp car occ injured in clsn w pick-up truck in traf, init	1
V44.0XXD Car driver injured in collision w hv veh nontraf, subs	1
V44.1XXA Car passenger injured in collision w hv veh nontraf, init	1
V44.5XXA Car driver injured in collision w hv veh in traf, init	38
V44.5XXD Car driver injured in collision w hv veh in traf, subs	6
V44.6XXA Car passenger injured in collision w hv veh in traf, init	7
V44.9XXA Unsp car occupant injured in clsn w hv veh in traf, init	7
V45.5XXA Car driver injured in collision w rail trn/veh in traf, init	2
V45.9XXA Unsp car occ injured in clsn w rail trn/veh in traf, init	1
V45.9XXD Unsp car occ injured in clsn w rail trn/veh in traf, subs	1
V46.5XXA Car driver injured in clsn w nonmtr vehicle in traf, init	6
V46.6XXA Car passenger injured in clsn w nonmtr vehicle in traf, init	2
V46.9XXD Unsp car occ injured in clsn w nonmtr vehicle in traf, subs	1
V47.02XA Driver of car injured in clsn w statnry object nontraf, init	3
V47.0XXA Car driver injured in clsn with statnry object nontraf, init	11
V47.12XA Pasngr of car injured in clsn w statnry object nontraf, init	1
V47.12XD Pasngr of car injured in clsn w statnry object nontraf, subs	1
V47.1XXA Car pasngr injured in clsn with statnry object nontraf, init	2
V47.1XXD Car pasngr injured in clsn with statnry object nontraf, subs	3
V47.3XXA Unsp car occ inj in clsn with statnry object nontraf, init	2
V47.52XA Driver of car injured in clsn w statnry object in traf, init	4
V47.5XXA Car driver injured in clsn with statnry object in traf, init	29
V47.62XA Pasngr of car injured in clsn w statnry object in traf, init	5
V47.6XXA Car pasngr injured in clsn with statnry object in traf, init	8
V47.6XXD Car pasngr injured in clsn with statnry object in traf, subs	1
V47.9XXA Unsp car occ inj in clsn with statnry object in traf, init	1
V48.0XXA Car driver injured in nonclsn trnsp accident nontraf, init	35
V48.0XXD Car driver injured in nonclsn trnsp accident nontraf, subs	4
V48.0XXS Car driver injured in nonclsn trnsp acc nontraf, sequela	1
V48.1XXA Car pasngr injured in nonclsn trnsp accident nontraf, init	19
V48.2XXA Person outside car inj in nonclsn trnsp acc nontraf, init	6
V48.2XXD Person outside car inj in nonclsn trnsp acc nontraf, subs	1
V48.3XXA Unsp car occupant injured in nonclsn trnsp acc nontraf, init	3
V48.3XXD Unsp car occupant injured in nonclsn trnsp acc nontraf, subs	1
V48.4XXA Prsn brd/alit a car injured in nonclsn trnsp accident, init	14
V48.4XXD Prsn brd/alit a car injured in nonclsn trnsp accident, subs	3
V48.5XXA Car driver injured in nonclsn trnsp accident in traf, init	166
V48.5XXD Car driver injured in nonclsn trnsp accident in traf, subs	7
V48.5XXS Car driver injured in nonclsn trnsp acc in traf, sequela	1
V48.6XXA Car pasngr injured in nonclsn trnsp accident in traf, init	49
V48.6XXD Car pasngr injured in nonclsn trnsp accident in traf, subs	6
V48.6XXS Car pasngr injured in nonclsn trnsp acc in traf, sequela	1
V48.7XXA Person outside car inj in nonclsn trnsp acc in traf, init	2
V48.7XXS Person outside car inj in nonclsn trnsp acc in traf, sequela	1
V48.9XXA Unsp car occupant injured in nonclsn trnsp acc in traf, init	9
V48.9XXD Unsp car occupant injured in nonclsn trnsp acc in traf, subs	3
V48.9XXS Unsp car occ injured in nonclsn trnsp acc in traf, sequela	1
V49.00XA Driver injured in collision w unsp mv nontraf, init	8
V49.09XA Driver injured in collision w oth mv nontraf, init	1
V49.09XD Driver injured in collision w oth mv nontraf, subs	1
V49.10XA Passenger injured in collision w unsp mv nontraf, init	2
V49.10XD Passenger injured in collision w unsp mv nontraf, subs	1
V49.19XD Passenger injured in collision w oth mv nontraf, subs	1
V49.3XXA Car occupant (driver) injured in unsp nontraf, init	13
V49.3XXD Car occupant (driver) injured in unsp nontraf, subs	3
V49.3XXS Car occupant (driver) injured in unsp nontraf, sequela	1
V49.40XA Driver injured in collision w unsp mv in traf, init	167
V49.40XD Driver injured in collision w unsp mv in traf, subs	13
V49.40XS Driver injured in collision w unsp mv in traf, sequela	2
V49.49XA Driver injured in collision w oth mv in traf, init	40
V49.49XD Driver injured in collision w oth mv in traf, subs	5
V49.49XS Driver injured in collision w oth mv in traf, sequela	1
V49.50XA Passenger injured in collision w unsp mv in traf, init	58
V49.50XD Passenger injured in collision w unsp mv in traf, subs	4
V49.59XA Passenger injured in collision w oth mv in traf, init	19
V49.59XD Passenger injured in collision w oth mv in traf, subs	1
V49.60XA Unsp car occupant injured in clsn w unsp mv in traf, init	27
V49.60XD Unsp car occupant injured in clsn w unsp mv in traf, subs	7
V49.60XS Unsp car occupant injured in clsn w unsp mv in traf, sequela	2
V49.69XA Unsp car occupant injured in clsn w oth mv in traf, init	1
V49.88XA Car occupant (driver) injured in oth transport acc, init	43
V49.88XD Car occupant (driver) injured in oth transport acc, subs	2
V49.9XXA Car occupant (driver) (passenger) injured in unsp traf, init	312
V49.9XXD Car occupant (driver) (passenger) injured in unsp traf, subs	52
V49.9XXS Car occupant (driver) injured in unsp traf, sequela	11
V50.0XXA Driver of pk-up/van injured in clsn w ped/anml nontraf, init	1
V50.5XXA Driver of pk-up/van injured in clsn w ped/anml in traf, init	1
V50.6XXA Pasngr in pk-up/van injured in clsn w ped/anml in traf, init	1
V50.9XXA Occup of pk-up/van injured in clsn w ped/anml in traf, init	1
V53.0XXA Driver of pk-up/van inj pk-up truck, pk-up/van nontraf, init	1
V53.3XXA Occup of pk-up/van inj pk-up truck, pk-up/van nontraf, init	1
V53.4XXA Prsn brd/alit pk-up/van inj pick-up truck, pk-up/van, init	1
V53.4XXD Prsn brd/alit pk-up/van inj pick-up truck, pk-up/van, subs	1
V53.5XXA Driver of pk-up/van inj pk-up truck, pk-up/van in traf, init	15
V53.5XXD Driver of pk-up/van inj pk-up truck, pk-up/van in traf, subs	3
V53.6XXA Pasngr in pk-up/van inj pk-up truck, pk-up/van in traf, init	10
V53.6XXD Pasngr in pk-up/van inj pk-up truck, pk-up/van in traf, subs	1
V53.9XXA Occup of pk-up/van inj pk-up truck, pk-up/van in traf, init	4
V54.5XXA Driver of pk-up/van injured in clsn w hv veh in traf, init	9
V54.5XXD Driver of pk-up/van injured in clsn w hv veh in traf, subs	4
V54.6XXA Pasngr in pk-up/van injured in clsn w hv veh in traf, init	2
V56.0XXA Driver of pk-up/van inj in clsn w nonmtr veh nontraf, init	1
V56.3XXD Occup of pk-up/van inj in clsn w nonmtr veh nontraf, subs	1
V56.5XXA Driver of pk-up/van inj in clsn w nonmtr veh in traf, init	2
V57.5XXA Drvr of pk-up/van inj in clsn w statnry object in traf, init	4
V57.5XXD Drvr of pk-up/van inj in clsn w statnry object in traf, subs	1
